spain conditions535455 {'weight': 1}
spain reconquista     {'weight': 1}
spain empire          {'weight': 1}
spain recognition     {'weight': 1}
spain electric        {'weight': 1}
spain savage          {'weight': 1}
spain gomera          {'weight': 1}
spain colonial        {'weight': 1}
spain 14th            {'weight': 1}
spain pen             {'weight': 1}
spain market          {'weight': 1}
spain chains          {'weight': 1}
spain leader          {'weight': 1}
spain 307             {'weight': 1}
spain notably         {'weight': 1}
spain principally     {'weight': 1}
spain empowerment     {'weight': 1}
spain 3500            {'weight': 1}
spain army            {'weight': 1}
spain nonexistent     {'weight': 1}
spain undocumented    {'weight': 1}
spain economic        {'weight': 1}
spain carlos          {'weight': 1}
spain mixed           {'weight': 1}
spain efforts         {'weight': 1}
spain legislations    {'weight': 1}
spain 6squarekilometre {'weight': 1}
spain modalities      {'weight': 1}
spain aliens          {'weight': 1}
spain lies            {'weight': 1}
spain because         {'weight': 1}
spain tiny            {'weight': 1}
spain roads           {'weight': 1}
spain proportional    {'weight': 1}
spain often           {'weight': 1}
spain 1982            {'weight': 1}
spain additional      {'weight': 1}
spain vegetables      {'weight': 1}
spain exclaves        {'weight': 1}
spain question        {'weight': 1}
spain way             {'weight': 1}
spain colder          {'weight': 1}
spain billion         {'weight': 1}
spain seeking         {'weight': 1}
spain taken           {'weight': 1}
spain construction    {'weight': 1}
spain courts          {'weight': 1}
spain linguistic      {'weight': 1}
spain places          {'weight': 1}
spain 114             {'weight': 1}
spain wish            {'weight': 1}
spain 84170           {'weight': 1}
spain orographic      {'weight': 1}
spain associated      {'weight': 1}
spain citizenship     {'weight': 1}
spain carrierassault  {'weight': 1}
spain doubled         {'weight': 1}
spain navy            {'weight': 1}
spain politics        {'weight': 1}
spain ship            {'weight': 1}
spain identities      {'weight': 1}
spain again           {'weight': 1}
spain functions       {'weight': 1}
spain compared        {'weight': 1}
spain 62000           {'weight': 1}
spain 44              {'weight': 1}
spain 40              {'weight': 1}
spain branch          {'weight': 1}
spain 2006            {'weight': 1}
spain 2007            {'weight': 1}
spain galego          {'weight': 1}
spain june            {'weight': 1}
spain includes        {'weight': 1}
spain peak            {'weight': 1}
spain eurofighter     {'weight': 1}
spain 125             {'weight': 1}
spain practically     {'weight': 1}
spain turbines        {'weight': 1}
spain 2002            {'weight': 1}
spain portion         {'weight': 1}
spain neighbouring    {'weight': 1}
spain literally       {'weight': 1}
spain overseas        {'weight': 1}
spain 2009            {'weight': 1}
